date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:28:11	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:11%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Bold.woff	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Bold.woff	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:11	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:11%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Bold.ttf	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Bold.ttf	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:11	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:11%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Black.eot	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Black.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:12	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:12%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Blackd41d.eot?	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Blackd41dd41d.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:12	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:12%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Black.html	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Black-2.html	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:13	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:12%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Black.woff	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Black.woff	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:13	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:13%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Black.ttf	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Black.ttf	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:14	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:14%20GMT	http://new.rapiditltd.net/images/dashboard/shape-4.html	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/images/dashboard/shape-4.html	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:14	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:14%20GMT	http://new.rapiditltd.net/images/carousel/img6.jpg	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/images/carousel/img6.jpg	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:14	15731/15731	---M-Z	200	added ('OK')	text/css	date:Sat,%2026%20Oct%201985%2013:15:00%20GMT	http://new.rapiditltd.net/assets/vendors/bootstrap-datepicker/bootstrap-datepicker.min.css	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/bootstrap-datepicker/bootstrap-datepicker.min.css	(from http://new.rapiditltd.net/Invoice-Add)
22:28:15	33693/33693	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2026%20Oct%201985%2013:15:00%20GMT	http://new.rapiditltd.net/assets/vendors/bootstrap-datepicker/bootstrap-datepicker.min.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/bootstrap-datepicker/bootstrap-datepicker.min.js	(from http://new.rapiditltd.net/Invoice-Add)
22:28:15	5824/5824	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Sep%202020%2008:52:06%20GMT	http://new.rapiditltd.net/assets/vendors/datatables.net-bs4/dataTables.bootstrap4.css	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/datatables.net-bs4/dataTables.bootstrap4.css	(from http://new.rapiditltd.net/Invoice-Manage)
22:28:16	25092/25092	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:28:15%20GMT	http://new.rapiditltd.net/Invoice-View	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Invoice-View.html	(from http://new.rapiditltd.net/Invoice-Manage)
22:28:16	22252/22252	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:28:16%20GMT	http://new.rapiditltd.net/Customer-Ledger	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Customer-Ledger.html	(from http://new.rapiditltd.net/Invoice-Manage)
22:28:18	4693/4693	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2019%20Jun%202018%2017:47:14%20GMT	http://new.rapiditltd.net/assets/vendors/datatables.net-bs4/dataTables.bootstrap4.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/datatables.net-bs4/dataTables.bootstrap4.js	(from http://new.rapiditltd.net/Invoice-Manage)
22:28:18	825/825	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2001%20Nov%202020%2010:28:34%20GMT	http://new.rapiditltd.net/assets/js/data-table.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/js/data-table.js	(from http://new.rapiditltd.net/Invoice-Manage)
22:28:19	9717/9717	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Jul%202018%2015:16:52%20GMT	http://new.rapiditltd.net/assets/vendors/dropzone/dropzone.min.css	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/dropzone/dropzone.min.css	(from http://new.rapiditltd.net/Product-Add)
22:28:20	9860/9860	---M-Z	200	added ('OK')	text/css	date:Sun,%2019%20Mar%202017%2023:08:16%20GMT	http://new.rapiditltd.net/assets/vendors/dropify/dist/dropify.min.css	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/dropify/dist/dropify.min.css	(from http://new.rapiditltd.net/Product-Add)
22:28:30	16343/16343	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Oct%202020%2009:51:50%20GMT	http://new.rapiditltd.net/assets/vendors/select2/select2.min.css	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/select2/select2.min.css	(from http://new.rapiditltd.net/Product-Add)
22:28:30	43003/43003	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Jul%202018%2015:16:52%20GMT	http://new.rapiditltd.net/assets/vendors/dropzone/dropzone.min.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/dropzone/dropzone.min.js	(from http://new.rapiditltd.net/Product-Add)
22:28:30	10515/10515	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2019%20Mar%202017%2023:08:16%20GMT	http://new.rapiditltd.net/assets/vendors/dropify/dist/dropify.min.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/dropify/dist/dropify.min.js	(from http://new.rapiditltd.net/Product-Add)
22:28:30	98/98	---M--	200	added ('OK')	application/javascript	date:Wed,%2028%20Aug%202019%2020:40:52%20GMT	http://new.rapiditltd.net/assets/js/dropzone.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/js/dropzone.js	(from http://new.rapiditltd.net/Product-Add)
22:28:31	64/64	---M--	200	added ('OK')	application/javascript	date:Wed,%2028%20Aug%202019%2020:40:52%20GMT	http://new.rapiditltd.net/assets/js/dropify.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/js/dropify.js	(from http://new.rapiditltd.net/Product-Add)
22:28:32	228/228	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2028%20Aug%202019%2020:40:52%20GMT	http://new.rapiditltd.net/assets/js/select2.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/js/select2.js	(from http://new.rapiditltd.net/Product-Add)
22:28:33	23102/23102	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:28:32%20GMT	http://new.rapiditltd.net/Product-Details	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Product-Details.html	(from http://new.rapiditltd.net/Product-Manage)
22:28:33	70286/70286	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Sep%202019%2014:38:42%20GMT	http://new.rapiditltd.net/assets/vendors/select2/select2.min.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/select2/select2.min.js	(from http://new.rapiditltd.net/Product-Add)
22:28:34	447569/447569	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2022%20Jun%202018%2020:13:30%20GMT	http://new.rapiditltd.net/assets/vendors/datatables.net/jquery.dataTables.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/datatables.net/jquery.dataTables.js	(from http://new.rapiditltd.net/Invoice-Manage)
22:28:34	22239/22239	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:28:33%20GMT	http://new.rapiditltd.net/Supplier-Ledger	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Supplier-Ledger.html	(from http://new.rapiditltd.net/Supplier-Manage)
22:28:34	2210/2210	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Nov%202020%2011:53:18%20GMT	http://new.rapiditltd.net/assets/images/barcode.png	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/images/barcode.png	(from http://new.rapiditltd.net/Barcode-Print)
22:28:35	374/374	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Nov%202020%2016:35:38%20GMT	http://new.rapiditltd.net/assets/js/datepicker.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/js/datepicker.js	(from http://new.rapiditltd.net/Invoice-Add)
22:28:35	5344/5344	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2019%20Mar%202017%2023:16:32%20GMT	http://new.rapiditltd.net/assets/vendors/dropify/fonts/dropify.eot	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/dropify/fonts/dropify.eot	(from http://new.rapiditltd.net/assets/vendors/dropify/dist/dropify.min.css)
22:28:36	3052/3052	---M--	200	added ('OK')	font/woff	date:Sun,%2019%20Mar%202017%2023:16:34%20GMT	http://new.rapiditltd.net/assets/vendors/dropify/fonts/dropify.woff	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/dropify/fonts/dropify.woff	(from http://new.rapiditltd.net/assets/vendors/dropify/dist/dropify.min.css)
22:28:36	5180/5180	---M-Z	200	added ('OK')	font/ttf	date:Sun,%2019%20Mar%202017%2023:16:34%20GMT	http://new.rapiditltd.net/assets/vendors/dropify/fonts/dropify.ttf	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/dropify/fonts/dropify.ttf	(from http://new.rapiditltd.net/assets/vendors/dropify/dist/dropify.min.css)
22:28:36	1969/1969	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2019%20Mar%202017%2023:16:34%20GMT	http://new.rapiditltd.net/assets/vendors/dropify/fonts/dropify.svg	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/dropify/fonts/dropify.svg	(from http://new.rapiditltd.net/assets/vendors/dropify/dist/dropify.min.css)
